dc_id,retailer_id,distance_km,cost_nonrefrig_per_unit,refrig_premium_per_unit,total_cost_refrig_per_unit,emit_nonrefrig_kgco2_per_unit,emit_refrig_kgco2_per_unit,travel_time_hrs,decay_nonrefrig,decay_refrig
D084,R183,1956.43,78.2572,54.78,133.0372,0.121299,0.205425,48.91,0.2583,0.0298
D084,R184,1985.83,79.4332,55.6032,135.0364,0.123121,0.208512,49.65,0.2594,0.0299
D084,R185,1985.17,79.4068,55.5848,134.9916,0.123081,0.208443,49.63,0.2594,0.0299
D084,R186,766.89,30.6756,21.4729,52.1485,0.047547,0.080523,19.17,0.2107,0.0238
D084,R187,764.82,30.5928,21.415,52.0078,0.047419,0.080306,19.12,0.2106,0.0238
D084,R188,808.7,32.348,22.6436,54.9916,0.050139,0.084914,20.22,0.2123,0.024
D084,R189,787.96,31.5184,22.0629,53.5813,0.048854,0.082736,19.7,0.2115,0.0239
D084,R190,743.78,29.7512,20.8258,50.577,0.046114,0.078097,18.59,0.2098,0.0237
D084,R191,719.2,28.768,20.1376,48.9056,0.04459,0.075516,17.98,0.2088,0.0236
D084,R192,726.24,29.0496,20.3347,49.3843,0.045027,0.076255,18.16,0.209,0.0236
D084,R193,819.72,32.7888,22.9522,55.741,0.050823,0.086071,20.49,0.2128,0.0241
D084,R194,705.61,28.2244,19.7571,47.9815,0.043748,0.074089,17.64,0.2082,0.0235
D084,R195,698.83,27.9532,19.5672,47.5204,0.043327,0.073377,17.47,0.208,0.0235
D084,R196,706.26,28.2504,19.7753,48.0257,0.043788,0.074157,17.66,0.2083,0.0235
D084,R197,783.98,31.3592,21.9514,53.3106,0.048607,0.082318,19.6,0.2114,0.0239
D084,R198,775.62,31.0248,21.7174,52.7422,0.048088,0.08144,19.39,0.211,0.0239
D084,R199,743.31,29.7324,20.8127,50.5451,0.046085,0.078048,18.58,0.2097,0.0237
D084,R200,769.8,30.792,21.5544,52.3464,0.047728,0.080829,19.24,0.2108,0.0238
D084,R201,849.11,33.9644,23.7751,57.7395,0.052645,0.089157,21.23,0.214,0.0242
D084,R202,789.11,31.5644,22.0951,53.6595,0.048925,0.082857,19.73,0.2116,0.0239
D084,R203,852.06,34.0824,23.8577,57.9401,0.052828,0.089466,21.3,0.2141,0.0243
D084,R204,758.37,30.3348,21.2344,51.5692,0.047019,0.079629,18.96,0.2103,0.0238
D084,R205,735.27,29.4108,20.5876,49.9984,0.045587,0.077203,18.38,0.2094,0.0237
D084,R206,577.75,23.11,16.177,39.287,0.03582,0.060664,14.44,0.2031,0.0229
D084,R207,528.0,21.12,14.784,35.904,0.032736,0.05544,13.2,0.2011,0.0226
D084,R208,547.36,21.8944,15.3261,37.2205,0.033936,0.057473,13.68,0.2019,0.0227
D084,R209,591.29,23.6516,16.5561,40.2077,0.03666,0.062085,14.78,0.2037,0.023
D084,R210,549.69,21.9876,15.3913,37.3789,0.034081,0.057717,13.74,0.202,0.0227
D084,R211,761.54,30.4616,21.3231,51.7847,0.047215,0.079962,19.04,0.2105,0.0238
D084,R212,764.52,30.5808,21.4066,51.9874,0.0474,0.080275,19.11,0.2106,0.0238
D084,R213,739.4,29.576,20.7032,50.2792,0.045843,0.077637,18.48,0.2096,0.0237
D084,R214,794.56,31.7824,22.2477,54.0301,0.049263,0.083429,19.86,0.2118,0.024
D084,R215,764.37,30.5748,21.4024,51.9772,0.047391,0.080259,19.11,0.2106,0.0238
D084,R216,2277.03,91.0812,63.7568,154.838,0.141176,0.239088,56.93,0.2711,0.0314
D084,R217,2187.79,87.5116,61.2581,148.7697,0.135643,0.229718,54.69,0.2675,0.0309
D084,R218,2207.93,88.3172,61.822,150.1392,0.136892,0.231833,55.2,0.2683,0.031
D084,R219,2175.89,87.0356,60.9249,147.9605,0.134905,0.228468,54.4,0.267,0.0309
D084,R220,2255.28,90.2112,63.1478,153.359,0.139827,0.236804,56.38,0.2702,0.0313
D084,R221,2226.76,89.0704,62.3493,151.4197,0.138059,0.23381,55.67,0.2691,0.0311
D084,R222,2331.79,93.2716,65.2901,158.5617,0.144571,0.244838,58.29,0.2733,0.0317
D084,R223,2201.14,88.0456,61.6319,149.6775,0.136471,0.23112,55.03,0.268,0.031
D084,R224,2226.82,89.0728,62.351,151.4238,0.138063,0.233816,55.67,0.2691,0.0311
D084,R225,2243.31,89.7324,62.8127,152.5451,0.139085,0.235548,56.08,0.2697,0.0312
D084,R226,2190.69,87.6276,61.3393,148.9669,0.135823,0.230022,54.77,0.2676,0.031
D084,R227,2156.4,86.256,60.3792,146.6352,0.133697,0.226422,53.91,0.2663,0.0308
D084,R228,2175.33,87.0132,60.9092,147.9224,0.13487,0.22841,54.38,0.267,0.0309
D084,R229,2143.81,85.7524,60.0267,145.7791,0.132916,0.2251,53.6,0.2658,0.0307
D084,R230,2222.75,88.91,62.237,151.147,0.137811,0.233389,55.57,0.2689,0.0311
D084,R231,2462.4,98.496,68.9472,167.4432,0.152669,0.258552,61.56,0.2785,0.0323
D084,R232,2412.67,96.5068,67.5548,164.0616,0.149586,0.25333,60.32,0.2765,0.0321
D084,R233,2365.36,94.6144,66.2301,160.8445,0.146652,0.248363,59.13,0.2746,0.0318
D084,R234,2396.76,95.8704,67.1093,162.9797,0.148599,0.25166,59.92,0.2759,0.032
D084,R235,2392.41,95.6964,66.9875,162.6839,0.148329,0.251203,59.81,0.2757,0.032
D084,R236,2266.51,90.6604,63.4623,154.1227,0.140524,0.237984,56.66,0.2707,0.0313
D084,R237,2307.86,92.3144,64.6201,156.9345,0.143087,0.242325,57.7,0.2723,0.0315
D084,R238,2312.73,92.5092,64.7564,157.2656,0.143389,0.242837,57.82,0.2725,0.0316
D084,R239,2297.06,91.8824,64.3177,156.2001,0.142418,0.241191,57.43,0.2719,0.0315
D084,R240,2359.0,94.36,66.052,160.412,0.146258,0.247695,58.98,0.2744,0.0318
D084,R241,2157.89,86.3156,60.4209,146.7365,0.133789,0.226578,53.95,0.2663,0.0308
D084,R242,2185.56,87.4224,61.1957,148.6181,0.135505,0.229484,54.64,0.2674,0.0309
D084,R243,2230.0,89.2,62.44,151.64,0.13826,0.23415,55.75,0.2692,0.0312
D084,R244,2223.92,88.9568,62.2698,151.2266,0.137883,0.233512,55.6,0.269,0.0311
D084,R245,2257.51,90.3004,63.2103,153.5107,0.139966,0.237039,56.44,0.2703,0.0313
D084,R246,1793.48,71.7392,50.2174,121.9566,0.111196,0.188315,44.84,0.2517,0.029
D084,R247,1781.66,71.2664,49.8865,121.1529,0.110463,0.187074,44.54,0.2513,0.0289
D084,R248,1709.57,68.3828,47.868,116.2508,0.105993,0.179505,42.74,0.2484,0.0285
D084,R249,1743.8,69.752,48.8264,118.5784,0.108116,0.183099,43.59,0.2498,0.0287
D084,R250,1686.63,67.4652,47.2256,114.6908,0.104571,0.177096,42.17,0.2475,0.0284
D084,R251,1907.82,76.3128,53.419,129.7318,0.118285,0.200321,47.7,0.2563,0.0295
D084,R252,1946.34,77.8536,54.4975,132.3511,0.120673,0.204366,48.66,0.2579,0.0297
D084,R253,1895.99,75.8396,53.0877,128.9273,0.117551,0.199079,47.4,0.2558,0.0295
D084,R254,1910.03,76.4012,53.4808,129.882,0.118422,0.200553,47.75,0.2564,0.0296
D084,R255,1911.47,76.4588,53.5212,129.98,0.118511,0.200704,47.79,0.2565,0.0296
D084,R256,1454.35,58.174,40.7218,98.8958,0.09017,0.152707,36.36,0.2382,0.0273
D084,R257,1442.02,57.6808,40.3766,98.0574,0.089405,0.151412,36.05,0.2377,0.0272
D084,R258,1505.9,60.236,42.1652,102.4012,0.093366,0.15812,37.65,0.2402,0.0275
D084,R259,1441.72,57.6688,40.3682,98.037,0.089387,0.151381,36.04,0.2377,0.0272
D084,R260,1488.07,59.5228,41.666,101.1888,0.09226,0.156247,37.2,0.2395,0.0274
D084,R261,1656.69,66.2676,46.3873,112.6549,0.102715,0.173952,41.42,0.2463,0.0283
D084,R262,1625.91,65.0364,45.5255,110.5619,0.100806,0.170721,40.65,0.245,0.0281
D084,R263,1518.94,60.7576,42.5303,103.2879,0.094174,0.159489,37.97,0.2408,0.0276
D084,R264,1557.87,62.3148,43.6204,105.9352,0.096588,0.163576,38.95,0.2423,0.0278
D084,R265,1599.08,63.9632,44.7742,108.7374,0.099143,0.167903,39.98,0.244,0.028
D084,R266,1888.22,75.5288,52.8702,128.399,0.11707,0.198263,47.21,0.2555,0.0294
D084,R267,1859.75,74.39,52.073,126.463,0.115305,0.195274,46.49,0.2544,0.0293
D084,R268,1894.6,75.784,53.0488,128.8328,0.117465,0.198933,47.36,0.2558,0.0295
D084,R269,1844.35,73.774,51.6418,125.4158,0.11435,0.193657,46.11,0.2538,0.0292
D084,R270,1902.17,76.0868,53.2608,129.3476,0.117935,0.199728,47.55,0.2561,0.0295
D084,R271,942.82,37.7128,26.399,64.1118,0.058455,0.098996,23.57,0.2177,0.0247
D084,R272,861.14,34.4456,24.1119,58.5575,0.053391,0.09042,21.53,0.2144,0.0243
D084,R273,963.62,38.5448,26.9814,65.5262,0.059744,0.10118,24.09,0.2185,0.0248
D084,R274,920.13,36.8052,25.7636,62.5688,0.057048,0.096614,23.0,0.2168,0.0246
D084,R275,909.87,36.3948,25.4764,61.8712,0.056412,0.095536,22.75,0.2164,0.0245
D084,R276,868.22,34.7288,24.3102,59.039,0.05383,0.091163,21.71,0.2147,0.0243
D084,R277,983.78,39.3512,27.5458,66.897,0.060994,0.103297,24.59,0.2194,0.0249
D084,R278,988.55,39.542,27.6794,67.2214,0.06129,0.103798,24.71,0.2195,0.0249
D084,R279,943.45,37.738,26.4166,64.1546,0.058494,0.099062,23.59,0.2177,0.0247
D084,R280,990.96,39.6384,27.7469,67.3853,0.06144,0.104051,24.77,0.2196,0.025
D084,R281,865.94,34.6376,24.2463,58.8839,0.053688,0.090924,21.65,0.2146,0.0243
D084,R282,904.06,36.1624,25.3137,61.4761,0.056052,0.094926,22.6,0.2162,0.0245
D084,R283,848.57,33.9428,23.76,57.7028,0.052611,0.0891,21.21,0.2139,0.0242
D084,R284,890.4,35.616,24.9312,60.5472,0.055205,0.093492,22.26,0.2156,0.0245
D084,R285,895.96,35.8384,25.0869,60.9253,0.05555,0.094076,22.4,0.2158,0.0245
D084,R286,811.81,32.4724,22.7307,55.2031,0.050332,0.08524,20.3,0.2125,0.0241
D084,R287,702.15,28.086,19.6602,47.7462,0.043533,0.073726,17.55,0.2081,0.0235
D084,R288,734.51,29.3804,20.5663,49.9467,0.04554,0.077124,18.36,0.2094,0.0237
D084,R289,776.75,31.07,21.749,52.819,0.048158,0.081559,19.42,0.2111,0.0239
D084,R290,703.95,28.158,19.7106,47.8686,0.043645,0.073915,17.6,0.2082,0.0235
D084,R291,821.87,32.8748,23.0124,55.8872,0.050956,0.086296,20.55,0.2129,0.0241
D084,R292,839.11,33.5644,23.4951,57.0595,0.052025,0.088107,20.98,0.2136,0.0242
D084,R293,896.83,35.8732,25.1112,60.9844,0.055603,0.094167,22.42,0.2159,0.0245
D084,R294,864.68,34.5872,24.211,58.7982,0.05361,0.090791,21.62,0.2146,0.0243
D084,R295,834.63,33.3852,23.3696,56.7548,0.051747,0.087636,20.87,0.2134,0.0242
D084,R296,1812.13,72.4852,50.7396,123.2248,0.112352,0.190274,45.3,0.2525,0.0291
D084,R297,1798.71,71.9484,50.3639,122.3123,0.11152,0.188865,44.97,0.2519,0.029
D084,R298,1818.29,72.7316,50.9121,123.6437,0.112734,0.19092,45.46,0.2527,0.0291
D084,R299,1788.35,71.534,50.0738,121.6078,0.110878,0.187777,44.71,0.2515,0.0289
D084,R300,1753.89,70.1556,49.1089,119.2645,0.108741,0.184158,43.85,0.2502,0.0288
D084,R301,1505.86,60.2344,42.1641,102.3985,0.093363,0.158115,37.65,0.2402,0.0275
D084,R302,1454.28,58.1712,40.7198,98.891,0.090165,0.152699,36.36,0.2382,0.0273
D084,R303,1568.34,62.7336,43.9135,106.6471,0.097237,0.164676,39.21,0.2427,0.0278
D084,R304,1555.12,62.2048,43.5434,105.7482,0.096417,0.163288,38.88,0.2422,0.0278
D084,R305,1452.91,58.1164,40.6815,98.7979,0.09008,0.152556,36.32,0.2381,0.0273
D084,R306,1817.52,72.7008,50.8906,123.5914,0.112686,0.19084,45.44,0.2527,0.0291
D084,R307,1826.64,73.0656,51.1459,124.2115,0.113252,0.191797,45.67,0.2531,0.0291
D084,R308,1831.51,73.2604,51.2823,124.5427,0.113554,0.192309,45.79,0.2533,0.0292
D084,R309,1822.41,72.8964,51.0275,123.9239,0.112989,0.191353,45.56,0.2529,0.0291
D084,R310,1847.45,73.898,51.7286,125.6266,0.114542,0.193982,46.19,0.2539,0.0292
D084,R311,2130.04,85.2016,59.6411,144.8427,0.132062,0.223654,53.25,0.2652,0.0307
D084,R312,2081.25,83.25,58.275,141.525,0.129037,0.218531,52.03,0.2632,0.0304
D084,R313,2130.84,85.2336,59.6635,144.8971,0.132112,0.223738,53.27,0.2652,0.0307
D084,R314,2171.11,86.8444,60.7911,147.6355,0.134609,0.227967,54.28,0.2668,0.0309
D084,R315,2157.91,86.3164,60.4215,146.7379,0.13379,0.226581,53.95,0.2663,0.0308
D084,R316,2099.75,83.99,58.793,142.783,0.130185,0.220474,52.49,0.264,0.0305
D084,R317,2063.98,82.5592,57.7914,140.3506,0.127967,0.216718,51.6,0.2626,0.0303
D084,R318,2040.79,81.6316,57.1421,138.7737,0.126529,0.214283,51.02,0.2616,0.0302
D084,R319,2072.0,82.88,58.016,140.896,0.128464,0.21756,51.8,0.2629,0.0304
D084,R320,2041.2,81.648,57.1536,138.8016,0.126554,0.214326,51.03,0.2616,0.0302
D084,R321,1867.88,74.7152,52.3006,127.0158,0.115809,0.196127,46.7,0.2547,0.0293
D084,R322,1979.78,79.1912,55.4338,134.625,0.122746,0.207877,49.49,0.2592,0.0299
D084,R323,1970.64,78.8256,55.1779,134.0035,0.12218,0.206917,49.27,0.2588,0.0299
D084,R324,1952.55,78.102,54.6714,132.7734,0.121058,0.205018,48.81,0.2581,0.0298
D084,R325,1955.02,78.2008,54.7406,132.9414,0.121211,0.205277,48.88,0.2582,0.0298
D084,R326,1798.86,71.9544,50.3681,122.3225,0.111529,0.18888,44.97,0.252,0.029
D084,R327,1843.54,73.7416,51.6191,125.3607,0.114299,0.193572,46.09,0.2537,0.0292
D084,R328,1780.06,71.2024,49.8417,121.0441,0.110364,0.186906,44.5,0.2512,0.0289
D084,R329,1778.46,71.1384,49.7969,120.9353,0.110265,0.186738,44.46,0.2511,0.0289
D084,R330,1731.55,69.262,48.4834,117.7454,0.107356,0.181813,43.29,0.2493,0.0287
D084,R331,1841.88,73.6752,51.5726,125.2478,0.114197,0.193397,46.05,0.2537,0.0292
D084,R332,1873.82,74.9528,52.467,127.4198,0.116177,0.196751,46.85,0.255,0.0294
D084,R333,1848.12,73.9248,51.7474,125.6722,0.114583,0.194053,46.2,0.2539,0.0292
D084,R334,1918.25,76.73,53.711,130.441,0.118932,0.201416,47.96,0.2567,0.0296
D084,R335,1889.92,75.5968,52.9178,128.5146,0.117175,0.198442,47.25,0.2556,0.0294
D084,R336,1816.76,72.6704,50.8693,123.5397,0.112639,0.19076,45.42,0.2527,0.0291
D084,R337,1820.27,72.8108,50.9676,123.7784,0.112857,0.191128,45.51,0.2528,0.0291
D084,R338,1785.77,71.4308,50.0016,121.4324,0.110718,0.187506,44.64,0.2514,0.0289
D084,R339,1816.24,72.6496,50.8547,123.5043,0.112607,0.190705,45.41,0.2526,0.0291
D084,R340,1770.14,70.8056,49.5639,120.3695,0.109749,0.185865,44.25,0.2508,0.0289
D084,R341,1751.31,70.0524,49.0367,119.0891,0.108581,0.183888,43.78,0.2501,0.0288
D084,R342,1780.18,71.2072,49.845,121.0522,0.110371,0.186919,44.5,0.2512,0.0289
D084,R343,1778.47,71.1388,49.7972,120.936,0.110265,0.186739,44.46,0.2511,0.0289
D084,R344,1768.79,70.7516,49.5261,120.2777,0.109665,0.185723,44.22,0.2508,0.0288
D084,R345,1754.48,70.1792,49.1254,119.3046,0.108778,0.18422,43.86,0.2502,0.0288
D084,R346,1862.75,74.51,52.157,126.667,0.115491,0.195589,46.57,0.2545,0.0293
D084,R347,1881.86,75.2744,52.6921,127.9665,0.116675,0.197595,47.05,0.2553,0.0294
D084,R348,1849.83,73.9932,51.7952,125.7884,0.114689,0.194232,46.25,0.254,0.0292
D084,R349,1874.21,74.9684,52.4779,127.4463,0.116201,0.196792,46.86,0.255,0.0294
D084,R350,1852.81,74.1124,51.8787,125.9911,0.114874,0.194545,46.32,0.2541,0.0293
D084,R351,1983.41,79.3364,55.5355,134.8719,0.122971,0.208258,49.59,0.2593,0.0299
D084,R352,1921.14,76.8456,53.7919,130.6375,0.119111,0.20172,48.03,0.2568,0.0296
D084,R353,1994.03,79.7612,55.8328,135.594,0.12363,0.209373,49.85,0.2598,0.03
D084,R354,1877.56,75.1024,52.5717,127.6741,0.116409,0.197144,46.94,0.2551,0.0294
D084,R355,1976.12,79.0448,55.3314,134.3762,0.122519,0.207493,49.4,0.259,0.0299
D084,R356,1864.21,74.5684,52.1979,126.7663,0.115581,0.195742,46.61,0.2546,0.0293
D084,R357,1952.86,78.1144,54.6801,132.7945,0.121077,0.20505,48.82,0.2581,0.0298
D084,R358,1906.79,76.2716,53.3901,129.6617,0.118221,0.200213,47.67,0.2563,0.0295
D084,R359,1838.51,73.5404,51.4783,125.0187,0.113988,0.193044,45.96,0.2535,0.0292
D084,R360,1903.95,76.158,53.3106,129.4686,0.118045,0.199915,47.6,0.2562,0.0295
D084,R361,1708.3,68.332,47.8324,116.1644,0.105915,0.179371,42.71,0.2483,0.0285
D084,R362,1707.08,68.2832,47.7982,116.0814,0.105839,0.179243,42.68,0.2483,0.0285
D084,R363,1733.56,69.3424,48.5397,117.8821,0.107481,0.182024,43.34,0.2493,0.0287
D084,R364,1652.56,66.1024,46.2717,112.3741,0.102459,0.173519,41.31,0.2461,0.0283
D084,R365,1713.34,68.5336,47.9735,116.5071,0.106227,0.179901,42.83,0.2485,0.0286
D084,R366,1685.89,67.4356,47.2049,114.6405,0.104525,0.177018,42.15,0.2474,0.0284
D084,R367,1669.37,66.7748,46.7424,113.5172,0.103501,0.175284,41.73,0.2468,0.0283
D084,R368,1672.89,66.9156,46.8409,113.7565,0.103719,0.175653,41.82,0.2469,0.0284
D084,R369,1678.64,67.1456,47.0019,114.1475,0.104076,0.176257,41.97,0.2471,0.0284
D084,R370,1668.45,66.738,46.7166,113.4546,0.103444,0.175187,41.71,0.2467,0.0283
D084,R371,1813.92,72.5568,50.7898,123.3466,0.112463,0.190462,45.35,0.2526,0.0291
D084,R372,1851.1,74.044,51.8308,125.8748,0.114768,0.194365,46.28,0.254,0.0293
D084,R373,1833.26,73.3304,51.3313,124.6617,0.113662,0.192492,45.83,0.2533,0.0292
D084,R374,1811.07,72.4428,50.71,123.1528,0.112286,0.190162,45.28,0.2524,0.0291
D084,R375,1842.76,73.7104,51.5973,125.3077,0.114251,0.19349,46.07,0.2537,0.0292
D084,R376,1755.53,70.2212,49.1548,119.376,0.108843,0.184331,43.89,0.2502,0.0288
D084,R377,1738.31,69.5324,48.6727,118.2051,0.107775,0.182523,43.46,0.2495,0.0287
D084,R378,1764.4,70.576,49.4032,119.9792,0.109393,0.185262,44.11,0.2506,0.0288
D084,R379,1703.73,68.1492,47.7044,115.8536,0.105631,0.178892,42.59,0.2481,0.0285
D084,R380,1732.4,69.296,48.5072,117.8032,0.107409,0.181902,43.31,0.2493,0.0287
D084,R381,1167.01,46.6804,32.6763,79.3567,0.072355,0.122536,29.18,0.2267,0.0258
D084,R382,1070.45,42.818,29.9726,72.7906,0.066368,0.112397,26.76,0.2228,0.0254
D084,R383,1129.84,45.1936,31.6355,76.8291,0.07005,0.118633,28.25,0.2252,0.0256
D084,R384,1070.91,42.8364,29.9855,72.8219,0.066396,0.112446,26.77,0.2228,0.0254
D084,R385,1133.74,45.3496,31.7447,77.0943,0.070292,0.119043,28.34,0.2253,0.0257
D084,R386,1127.28,45.0912,31.5638,76.655,0.069891,0.118364,28.18,0.2251,0.0256
D084,R387,1105.82,44.2328,30.963,75.1958,0.068561,0.116111,27.65,0.2242,0.0255
D084,R388,1094.92,43.7968,30.6578,74.4546,0.067885,0.114967,27.37,0.2238,0.0255
D084,R389,1140.7,45.628,31.9396,77.5676,0.070723,0.119774,28.52,0.2256,0.0257
D084,R390,1077.24,43.0896,30.1627,73.2523,0.066789,0.11311,26.93,0.2231,0.0254
D084,R391,1123.41,44.9364,31.4555,76.3919,0.069651,0.117958,28.09,0.2249,0.0256
D084,R392,1023.66,40.9464,28.6625,69.6089,0.063467,0.107484,25.59,0.2209,0.0251
D084,R393,1065.46,42.6184,29.8329,72.4513,0.066059,0.111873,26.64,0.2226,0.0253
D084,R394,1114.1,44.564,31.1948,75.7588,0.069074,0.116981,27.85,0.2246,0.0256
D084,R395,1063.03,42.5212,29.7648,72.286,0.065908,0.111618,26.58,0.2225,0.0253
D084,R396,1316.43,52.6572,36.86,89.5172,0.081619,0.138225,32.91,0.2327,0.0266
D084,R397,1227.59,49.1036,34.3725,83.4761,0.076111,0.128897,30.69,0.2291,0.0261
D084,R398,1270.89,50.8356,35.5849,86.4205,0.078795,0.133443,31.77,0.2308,0.0264
D084,R399,1286.52,51.4608,36.0226,87.4834,0.079764,0.135085,32.16,0.2315,0.0264
D084,R400,1322.22,52.8888,37.0222,89.911,0.081978,0.138833,33.06,0.2329,0.0266
D084,R401,275.31,11.0124,7.7087,18.7211,0.017069,0.028908,6.88,0.191,0.0214
D084,R402,295.51,11.8204,8.2743,20.0947,0.018322,0.031029,7.39,0.1918,0.0215
D084,R403,258.0,10.32,7.224,17.544,0.015996,0.02709,6.45,0.1903,0.0213
D084,R404,250.98,10.0392,7.0274,17.0666,0.015561,0.026353,6.27,0.19,0.0213
D084,R405,272.5,10.9,7.63,18.53,0.016895,0.028613,6.81,0.1909,0.0214
D084,R406,41.51,1.6604,1.1623,2.8227,0.002574,0.004359,1.04,0.1817,0.0202
D084,R407,155.1,6.204,4.3428,10.5468,0.009616,0.016286,3.88,0.1862,0.0208
D084,R408,92.98,3.7192,2.6034,6.3226,0.005765,0.009763,2.32,0.1837,0.0205
D084,R409,109.82,4.3928,3.075,7.4678,0.006809,0.011531,2.75,0.1844,0.0205
D084,R410,80.3,3.212,2.2484,5.4604,0.004979,0.008431,2.01,0.1832,0.0204
D084,R411,222.32,8.8928,6.225,15.1178,0.013784,0.023344,5.56,0.1889,0.0211
D084,R412,229.85,9.194,6.4358,15.6298,0.014251,0.024134,5.75,0.1892,0.0211
D084,R413,271.61,10.8644,7.6051,18.4695,0.01684,0.028519,6.79,0.1909,0.0214
D084,R414,293.88,11.7552,8.2286,19.9838,0.018221,0.030857,7.35,0.1918,0.0215
D084,R415,267.73,10.7092,7.4964,18.2056,0.016599,0.028112,6.69,0.1907,0.0213
D084,R416,15.97,0.6388,0.4472,1.086,0.00099,0.001677,0.4,0.1806,0.0201
D084,R417,16.46,0.6584,0.4609,1.1193,0.001021,0.001728,0.41,0.1807,0.0201
D084,R418,54.19,2.1676,1.5173,3.6849,0.00336,0.00569,1.35,0.1822,0.0203
D084,R419,53.22,2.1288,1.4902,3.619,0.0033,0.005588,1.33,0.1821,0.0203
D084,R420,59.08,2.3632,1.6542,4.0174,0.003663,0.006203,1.48,0.1824,0.0203
D084,R421,2732.11,109.2844,76.4991,185.7835,0.169391,0.286872,68.3,0.2893,0.0337
D084,R422,2781.31,111.2524,77.8767,189.1291,0.172441,0.292038,69.53,0.2913,0.0339
D084,R423,2727.54,109.1016,76.3711,185.4727,0.169107,0.286392,68.19,0.2891,0.0336
D084,R424,2771.07,110.8428,77.59,188.4328,0.171806,0.290962,69.28,0.2908,0.0339
D084,R425,2728.37,109.1348,76.3944,185.5292,0.169159,0.286479,68.21,0.2891,0.0336
D084,R426,2600.99,104.0396,72.8277,176.8673,0.161261,0.273104,65.02,0.284,0.033
D084,R427,2641.53,105.6612,73.9628,179.624,0.163775,0.277361,66.04,0.2857,0.0332
D084,R428,2662.14,106.4856,74.5399,181.0255,0.165053,0.279525,66.55,0.2865,0.0333
D084,R429,2728.78,109.1512,76.4058,185.557,0.169184,0.286522,68.22,0.2892,0.0336
D084,R430,2721.63,108.8652,76.2056,185.0708,0.168741,0.285771,68.04,0.2889,0.0336
D084,R431,2593.31,103.7324,72.6127,176.3451,0.160785,0.272298,64.83,0.2837,0.033
D084,R432,2608.13,104.3252,73.0276,177.3528,0.161704,0.273854,65.2,0.2843,0.033
D084,R433,2591.73,103.6692,72.5684,176.2376,0.160687,0.272132,64.79,0.2837,0.033
D084,R434,2590.01,103.6004,72.5203,176.1207,0.160581,0.271951,64.75,0.2836,0.033
D084,R435,2591.96,103.6784,72.5749,176.2533,0.160702,0.272156,64.8,0.2837,0.033
D084,R436,2669.59,106.7836,74.7485,181.5321,0.165515,0.280307,66.74,0.2868,0.0333
D084,R437,2587.15,103.486,72.4402,175.9262,0.160403,0.271651,64.68,0.2835,0.0329
D084,R438,2594.68,103.7872,72.651,176.4382,0.16087,0.272441,64.87,0.2838,0.033
D084,R439,2666.67,106.6668,74.6668,181.3336,0.165334,0.28,66.67,0.2867,0.0333
D084,R440,2597.87,103.9148,72.7404,176.6552,0.161068,0.272776,64.95,0.2839,0.033
D084,R441,957.57,38.3028,26.812,65.1148,0.059369,0.100545,23.94,0.2183,0.0248
D084,R442,970.5,38.82,27.174,65.994,0.060171,0.101903,24.26,0.2188,0.0249
D084,R443,1032.53,41.3012,28.9108,70.212,0.064017,0.108416,25.81,0.2213,0.0252
D084,R444,1023.87,40.9548,28.6684,69.6232,0.06348,0.107506,25.6,0.221,0.0251
D084,R445,959.85,38.394,26.8758,65.2698,0.059511,0.100784,24.0,0.2184,0.0248
D084,R446,880.23,35.2092,24.6464,59.8556,0.054574,0.092424,22.01,0.2152,0.0244
D084,R447,914.07,36.5628,25.594,62.1568,0.056672,0.095977,22.85,0.2166,0.0246
D084,R448,894.82,35.7928,25.055,60.8478,0.055479,0.093956,22.37,0.2158,0.0245
D084,R449,901.48,36.0592,25.2414,61.3006,0.055892,0.094655,22.54,0.2161,0.0245
D084,R450,891.24,35.6496,24.9547,60.6043,0.055257,0.09358,22.28,0.2156,0.0245
D084,R451,850.89,34.0356,23.8249,57.8605,0.052755,0.089343,21.27,0.214,0.0243
D084,R452,864.18,34.5672,24.197,58.7642,0.053579,0.090739,21.6,0.2146,0.0243
D084,R453,818.0,32.72,22.904,55.624,0.050716,0.08589,20.45,0.2127,0.0241
D084,R454,895.28,35.8112,25.0678,60.879,0.055507,0.094004,22.38,0.2158,0.0245
D084,R455,845.69,33.8276,23.6793,57.5069,0.052433,0.088797,21.14,0.2138,0.0242
D084,R456,1373.32,54.9328,38.453,93.3858,0.085146,0.144199,34.33,0.2349,0.0269
D084,R457,1397.08,55.8832,39.1182,95.0014,0.086619,0.146693,34.93,0.2359,0.027
D084,R458,1455.28,58.2112,40.7478,98.959,0.090227,0.152804,36.38,0.2382,0.0273
D084,R459,1430.1,57.204,40.0428,97.2468,0.088666,0.150161,35.75,0.2372,0.0272
D084,R460,1454.63,58.1852,40.7296,98.9148,0.090187,0.152736,36.37,0.2382,0.0273
D084,R461,1385.28,55.4112,38.7878,94.199,0.085887,0.145454,34.63,0.2354,0.0269
D084,R462,1417.98,56.7192,39.7034,96.4226,0.087915,0.148888,35.45,0.2367,0.0271
D084,R463,1480.07,59.2028,41.442,100.6448,0.091764,0.155407,37.0,0.2392,0.0274
D084,R464,1469.94,58.7976,41.1583,99.9559,0.091136,0.154344,36.75,0.2388,0.0273
D084,R465,1413.17,56.5268,39.5688,96.0956,0.087617,0.148383,35.33,0.2365,0.0271
