supplier_id,dc_id,distance_km,cost_nonrefrig_per_unit,refrig_premium_per_unit,total_cost_refrig_per_unit,emit_nonrefrig_kgco2_per_unit,emit_refrig_kgco2_per_unit,travel_time_hrs,decay_nonrefrig,decay_refrig
S09,D050,665.14,26.6056,18.6239,45.2295,0.041239,0.06984,12.09,0.2066,0.0233
S09,D051,655.45,26.218,18.3526,44.5706,0.040638,0.068822,11.92,0.2062,0.0233
S09,D052,666.05,26.642,18.6494,45.2914,0.041295,0.069935,12.11,0.2066,0.0233
S09,D053,985.28,39.4112,27.5878,66.999,0.061087,0.103454,17.91,0.2194,0.0249
S09,D054,704.62,28.1848,19.7294,47.9142,0.043686,0.073985,12.81,0.2082,0.0235
S09,D055,1145.44,45.8176,32.0723,77.8899,0.071017,0.120271,20.83,0.2258,0.0257
S09,D056,1067.63,42.7052,29.8936,72.5988,0.066193,0.112101,19.41,0.2227,0.0253
S09,D057,1207.12,48.2848,33.7994,82.0842,0.074841,0.126748,21.95,0.2283,0.026
S09,D058,1242.22,49.6888,34.7822,84.471,0.077018,0.130433,22.59,0.2297,0.0262
S09,D059,1241.29,49.6516,34.7561,84.4077,0.07696,0.130335,22.57,0.2297,0.0262
S09,D060,249.98,9.9992,6.9994,16.9986,0.015499,0.026248,4.55,0.19,0.0212
S09,D061,504.29,20.1716,14.1201,34.2917,0.031266,0.05295,9.17,0.2002,0.0225
S09,D062,239.48,9.5792,6.7054,16.2846,0.014848,0.025145,4.35,0.1896,0.0212
S09,D063,427.22,17.0888,11.9622,29.051,0.026488,0.044858,7.77,0.1971,0.0221
S09,D064,176.77,7.0708,4.9496,12.0204,0.01096,0.018561,3.21,0.1871,0.0209
S09,D065,2.9,0.116,0.0812,0.1972,0.00018,0.000305,0.05,0.1801,0.02
S09,D066,137.0,5.48,3.836,9.316,0.008494,0.014385,2.49,0.1855,0.0207
S09,D067,151.22,6.0488,4.2342,10.283,0.009376,0.015878,2.75,0.186,0.0208
S09,D068,138.32,5.5328,3.873,9.4058,0.008576,0.014524,2.51,0.1855,0.0207
S09,D069,1496.73,59.8692,41.9084,101.7776,0.092797,0.157157,27.21,0.2399,0.0275
S09,D070,1528.59,61.1436,42.8005,103.9441,0.094773,0.160502,27.79,0.2411,0.0276
S09,D071,1628.0,65.12,45.584,110.704,0.100936,0.17094,29.6,0.2451,0.0281
S09,D072,1580.07,63.2028,44.242,107.4448,0.097964,0.165907,28.73,0.2432,0.0279
S09,D073,1242.87,49.7148,34.8004,84.5152,0.077058,0.130501,22.6,0.2297,0.0262
S09,D074,1234.08,49.3632,34.5542,83.9174,0.076513,0.129578,22.44,0.2294,0.0262
S09,D075,1340.39,53.6156,37.5309,91.1465,0.083104,0.140741,24.37,0.2336,0.0267
S09,D076,1457.57,58.3028,40.812,99.1148,0.090369,0.153045,26.5,0.2383,0.0273
S09,D077,839.38,33.5752,23.5026,57.0778,0.052042,0.088135,15.26,0.2136,0.0242
S09,D078,852.0,34.08,23.856,57.936,0.052824,0.08946,15.49,0.2141,0.0243
S09,D079,861.17,34.4468,24.1128,58.5596,0.053393,0.090423,15.66,0.2144,0.0243
S09,D080,701.4,28.056,19.6392,47.6952,0.043487,0.073647,12.75,0.2081,0.0235
S09,D081,1680.18,67.2072,47.045,114.2522,0.104171,0.176419,30.55,0.2472,0.0284
S09,D082,2026.04,81.0416,56.7291,137.7707,0.125614,0.212734,36.84,0.261,0.0301
S09,D083,1698.92,67.9568,47.5698,115.5266,0.105333,0.178387,30.89,0.248,0.0285
S09,D084,1924.89,76.9956,53.8969,130.8925,0.119343,0.202113,35.0,0.257,0.0296
S09,D085,996.69,39.8676,27.9073,67.7749,0.061795,0.104652,18.12,0.2199,0.025
S09,D086,859.91,34.3964,24.0775,58.4739,0.053314,0.090291,15.63,0.2144,0.0243
S09,D087,738.02,29.5208,20.6646,50.1854,0.045757,0.077492,13.42,0.2095,0.0237
S09,D088,798.04,31.9216,22.3451,54.2667,0.049478,0.083794,14.51,0.2119,0.024
S09,D089,974.44,38.9776,27.2843,66.2619,0.060415,0.102316,17.72,0.219,0.0249
S09,D090,1008.41,40.3364,28.2355,68.5719,0.062521,0.105883,18.33,0.2203,0.025
S09,D091,1093.88,43.7552,30.6286,74.3838,0.067821,0.114857,19.89,0.2238,0.0255
S09,D092,544.64,21.7856,15.2499,37.0355,0.033768,0.057187,9.9,0.2018,0.0227
S09,D093,529.27,21.1708,14.8196,35.9904,0.032815,0.055573,9.62,0.2012,0.0226
S09,D094,649.79,25.9916,18.1941,44.1857,0.040287,0.068228,11.81,0.206,0.0232
S09,D095,1533.82,61.3528,42.947,104.2998,0.095097,0.161051,27.89,0.2414,0.0277
S09,D096,1653.75,66.15,46.305,112.455,0.102532,0.173644,30.07,0.2461,0.0283
S09,D097,1441.22,57.6488,40.3542,98.003,0.089356,0.151328,26.2,0.2376,0.0272
S09,D098,1399.64,55.9856,39.1899,95.1755,0.086778,0.146962,25.45,0.236,0.027
S09,D099,1268.98,50.7592,35.5314,86.2906,0.078677,0.133243,23.07,0.2308,0.0263
S09,D100,537.47,21.4988,15.0492,36.548,0.033323,0.056434,9.77,0.2015,0.0227
S10,D001,1194.67,47.7868,33.4508,81.2376,0.07407,0.12544,21.72,0.2278,0.026
S10,D002,1176.73,47.0692,32.9484,80.0176,0.072957,0.123557,21.4,0.2271,0.0259
S10,D003,661.38,26.4552,18.5186,44.9738,0.041006,0.069445,12.03,0.2065,0.0233
S10,D004,1054.56,42.1824,29.5277,71.7101,0.065383,0.110729,19.17,0.2222,0.0253
S10,D005,962.91,38.5164,26.9615,65.4779,0.0597,0.101106,17.51,0.2185,0.0248
S10,D006,1322.44,52.8976,37.0283,89.9259,0.081991,0.138856,24.04,0.2329,0.0266
S10,D007,1145.26,45.8104,32.0673,77.8777,0.071006,0.120252,20.82,0.2258,0.0257
S10,D008,733.37,29.3348,20.5344,49.8692,0.045469,0.077004,13.33,0.2093,0.0237
S10,D009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02
S10,D010,75.33,3.0132,2.1092,5.1224,0.00467,0.00791,1.37,0.183,0.0204
S10,D011,293.36,11.7344,8.2141,19.9485,0.018188,0.030803,5.33,0.1917,0.0215
S10,D012,264.41,10.5764,7.4035,17.9799,0.016393,0.027763,4.81,0.1906,0.0213
S10,D013,180.79,7.2316,5.0621,12.2937,0.011209,0.018983,3.29,0.1872,0.0209
S10,D014,397.26,15.8904,11.1233,27.0137,0.02463,0.041712,7.22,0.1959,0.022
S10,D015,225.57,9.0228,6.316,15.3388,0.013985,0.023685,4.1,0.189,0.0211
S10,D016,241.06,9.6424,6.7497,16.3921,0.014946,0.025311,4.38,0.1896,0.0212
S10,D017,305.45,12.218,8.5526,20.7706,0.018938,0.032072,5.55,0.1922,0.0215
S10,D018,307.72,12.3088,8.6162,20.925,0.019079,0.032311,5.59,0.1923,0.0215
S10,D019,1532.1,61.284,42.8988,104.1828,0.09499,0.16087,27.86,0.2413,0.0277
S10,D020,1809.13,72.3652,50.6556,123.0208,0.112166,0.189959,32.89,0.2524,0.029
S10,D021,1904.85,76.194,53.3358,129.5298,0.118101,0.200009,34.63,0.2562,0.0295
S10,D022,1800.75,72.03,50.421,122.451,0.111647,0.189079,32.74,0.252,0.029
S10,D023,1713.4,68.536,47.9752,116.5112,0.106231,0.179907,31.15,0.2485,0.0286
S10,D024,2044.06,81.7624,57.2337,138.9961,0.126732,0.214626,37.16,0.2618,0.0302
S10,D025,1560.46,62.4184,43.6929,106.1113,0.096749,0.163848,28.37,0.2424,0.0278
S10,D026,1581.87,63.2748,44.2924,107.5672,0.098076,0.166096,28.76,0.2433,0.0279
S10,D027,1679.27,67.1708,47.0196,114.1904,0.104115,0.176323,30.53,0.2472,0.0284
S10,D028,1411.75,56.47,39.529,95.999,0.087529,0.148234,25.67,0.2365,0.0271
S10,D029,1674.17,66.9668,46.8768,113.8436,0.103799,0.175788,30.44,0.247,0.0284
S10,D030,1392.56,55.7024,38.9917,94.6941,0.086339,0.146219,25.32,0.2357,0.027
S10,D031,1139.62,45.5848,31.9094,77.4942,0.070656,0.11966,20.72,0.2256,0.0257
S10,D032,511.68,20.4672,14.327,34.7942,0.031724,0.053726,9.3,0.2005,0.0226
S10,D033,790.79,31.6316,22.1421,53.7737,0.049029,0.083033,14.38,0.2116,0.024
S10,D034,766.91,30.6764,21.4735,52.1499,0.047548,0.080526,13.94,0.2107,0.0238
S10,D035,539.14,21.5656,15.0959,36.6615,0.033427,0.05661,9.8,0.2016,0.0227
S10,D036,764.55,30.582,21.4074,51.9894,0.047402,0.080278,13.9,0.2106,0.0238
S10,D037,628.23,25.1292,17.5904,42.7196,0.03895,0.065964,11.42,0.2051,0.0231
S10,D038,886.98,35.4792,24.8354,60.3146,0.054993,0.093133,16.13,0.2155,0.0244
S10,D039,877.0,35.08,24.556,59.636,0.054374,0.092085,15.95,0.2151,0.0244
S10,D040,739.49,29.5796,20.7057,50.2853,0.045848,0.077646,13.45,0.2096,0.0237
S10,D041,699.65,27.986,19.5902,47.5762,0.043378,0.073463,12.72,0.208,0.0235
S10,D042,739.43,29.5772,20.704,50.2812,0.045845,0.07764,13.44,0.2096,0.0237
S10,D043,804.06,32.1624,22.5137,54.6761,0.049852,0.084426,14.62,0.2122,0.024
S10,D044,945.11,37.8044,26.4631,64.2675,0.058597,0.099237,17.18,0.2178,0.0247
S10,D045,1037.69,41.5076,29.0553,70.5629,0.064337,0.108957,18.87,0.2215,0.0252
S10,D046,933.09,37.3236,26.1265,63.4501,0.057852,0.097974,16.97,0.2173,0.0247
S10,D047,1142.81,45.7124,31.9987,77.7111,0.070854,0.119995,20.78,0.2257,0.0257
S10,D048,1054.75,42.19,29.533,71.723,0.065395,0.110749,19.18,0.2222,0.0253
S10,D049,929.12,37.1648,26.0154,63.1802,0.057605,0.097558,16.89,0.2172,0.0246
S10,D050,534.5,21.38,14.966,36.346,0.033139,0.056123,9.72,0.2014,0.0227
S10,D051,688.68,27.5472,19.283,46.8302,0.042698,0.072311,12.52,0.2075,0.0234
S10,D052,418.86,16.7544,11.7281,28.4825,0.025969,0.04398,7.62,0.1968,0.0221
S10,D053,283.65,11.346,7.9422,19.2882,0.017586,0.029783,5.16,0.1913,0.0214
S10,D054,660.67,26.4268,18.4988,44.9256,0.040962,0.06937,12.01,0.2064,0.0233
S10,D055,440.66,17.6264,12.3385,29.9649,0.027321,0.046269,8.01,0.1976,0.0222
S10,D056,465.6,18.624,13.0368,31.6608,0.028867,0.048888,8.47,0.1986,0.0223
S10,D057,449.67,17.9868,12.5908,30.5776,0.02788,0.047215,8.18,0.198,0.0222
S10,D058,628.95,25.158,17.6106,42.7686,0.038995,0.06604,11.44,0.2052,0.0231
S10,D059,498.1,19.924,13.9468,33.8708,0.030882,0.052301,9.06,0.1999,0.0225
S10,D060,1150.22,46.0088,32.2062,78.215,0.071314,0.120773,20.91,0.226,0.0258
S10,D061,1044.95,41.798,29.2586,71.0566,0.064787,0.10972,19.0,0.2218,0.0252
S10,D062,1173.17,46.9268,32.8488,79.7756,0.072737,0.123183,21.33,0.2269,0.0259
S10,D063,1478.32,59.1328,41.393,100.5258,0.091656,0.155224,26.88,0.2391,0.0274
S10,D064,1261.55,50.462,35.3234,85.7854,0.078216,0.132463,22.94,0.2305,0.0263
S10,D065,1082.07,43.2828,30.298,73.5808,0.067088,0.113617,19.67,0.2233,0.0254
S10,D066,995.83,39.8332,27.8832,67.7164,0.061741,0.104562,18.11,0.2198,0.025
S10,D067,954.7,38.188,26.7316,64.9196,0.059191,0.100244,17.36,0.2182,0.0248
S10,D068,953.31,38.1324,26.6927,64.8251,0.059105,0.100098,17.33,0.2181,0.0248
S10,D069,592.89,23.7156,16.6009,40.3165,0.036759,0.062253,10.78,0.2037,0.023
S10,D070,669.73,26.7892,18.7524,45.5416,0.041523,0.070322,12.18,0.2068,0.0233
S10,D071,793.86,31.7544,22.2281,53.9825,0.049219,0.083355,14.43,0.2118,0.024
S10,D072,721.15,28.846,20.1922,49.0382,0.044711,0.075721,13.11,0.2088,0.0236
S10,D073,425.64,17.0256,11.9179,28.9435,0.02639,0.044692,7.74,0.197,0.0221
S10,D074,397.4,15.896,11.1272,27.0232,0.024639,0.041727,7.23,0.1959,0.022
S10,D075,573.2,22.928,16.0496,38.9776,0.035538,0.060186,10.42,0.2029,0.0229
S10,D076,565.46,22.6184,15.8329,38.4513,0.035059,0.059373,10.28,0.2026,0.0228
S10,D077,881.65,35.266,24.6862,59.9522,0.054662,0.092573,16.03,0.2153,0.0244
S10,D078,869.68,34.7872,24.351,59.1382,0.05392,0.091316,15.81,0.2148,0.0243
S10,D079,645.06,25.8024,18.0617,43.8641,0.039994,0.067731,11.73,0.2058,0.0232
S10,D080,925.18,37.0072,25.905,62.9122,0.057361,0.097144,16.82,0.217,0.0246
S10,D081,1076.28,43.0512,30.1358,73.187,0.066729,0.113009,19.57,0.2231,0.0254
S10,D082,1382.72,55.3088,38.7162,94.025,0.085729,0.145186,25.14,0.2353,0.0269
S10,D083,1204.66,48.1864,33.7305,81.9169,0.074689,0.126489,21.9,0.2282,0.026
S10,D084,1315.2,52.608,36.8256,89.4336,0.081542,0.138096,23.91,0.2326,0.0266
S10,D085,2080.7,83.228,58.2596,141.4876,0.129003,0.218473,37.83,0.2632,0.0304
S10,D086,1944.02,77.7608,54.4326,132.1934,0.120529,0.204122,35.35,0.2578,0.0297
S10,D087,1815.66,72.6264,50.8385,123.4649,0.112571,0.190644,33.01,0.2526,0.0291
S10,D088,1881.2,75.248,52.6736,127.9216,0.116634,0.197526,34.2,0.2552,0.0294
S10,D089,587.05,23.482,16.4374,39.9194,0.036397,0.06164,10.67,0.2035,0.0229
S10,D090,695.14,27.8056,19.4639,47.2695,0.043099,0.07299,12.64,0.2078,0.0235
S10,D091,647.13,25.8852,18.1196,44.0048,0.040122,0.067949,11.77,0.2059,0.0232
S10,D092,626.02,25.0408,17.5286,42.5694,0.038813,0.065732,11.38,0.205,0.0231
S10,D093,627.98,25.1192,17.5834,42.7026,0.038935,0.065938,11.42,0.2051,0.0231
S10,D094,543.64,21.7456,15.2219,36.9675,0.033706,0.057082,9.88,0.2017,0.0227
S10,D095,598.95,23.958,16.7706,40.7286,0.037135,0.06289,10.89,0.204,0.023
S10,D096,738.84,29.5536,20.6875,50.2411,0.045808,0.077578,13.43,0.2096,0.0237
S10,D097,479.34,19.1736,13.4215,32.5951,0.029719,0.050331,8.72,0.1992,0.0224
S10,D098,439.04,17.5616,12.2931,29.8547,0.02722,0.046099,7.98,0.1976,0.0222
S10,D099,430.84,17.2336,12.0635,29.2971,0.026712,0.045238,7.83,0.1972,0.0222
S10,D100,1461.7,58.468,40.9276,99.3956,0.090625,0.153479,26.58,0.2385,0.0273
S11,D001,845.32,33.8128,23.669,57.4818,0.05241,0.088759,15.37,0.2138,0.0242
S11,D002,735.23,29.4092,20.5864,49.9956,0.045584,0.077199,13.37,0.2094,0.0237
S11,D003,922.66,36.9064,25.8345,62.7409,0.057205,0.096879,16.78,0.2169,0.0246
S11,D004,880.15,35.206,24.6442,59.8502,0.054569,0.092416,16.0,0.2152,0.0244
S11,D005,804.37,32.1748,22.5224,54.6972,0.049871,0.084459,14.62,0.2122,0.024
S11,D006,549.58,21.9832,15.3882,37.3714,0.034074,0.057706,9.99,0.202,0.0227
S11,D007,551.84,22.0736,15.4515,37.5251,0.034214,0.057943,10.03,0.2021,0.0228
S11,D008,885.31,35.4124,24.7887,60.2011,0.054889,0.092958,16.1,0.2154,0.0244
S11,D009,1581.87,63.2748,44.2924,107.5672,0.098076,0.166096,28.76,0.2433,0.0279
S11,D010,1525.69,61.0276,42.7193,103.7469,0.094593,0.160197,27.74,0.241,0.0276
S11,D011,1580.12,63.2048,44.2434,107.4482,0.097967,0.165913,28.73,0.2432,0.0279
S11,D012,1483.98,59.3592,41.5514,100.9106,0.092007,0.155818,26.98,0.2394,0.0274
S11,D013,1455.72,58.2288,40.7602,98.989,0.090255,0.152851,26.47,0.2382,0.0273
S11,D014,1780.59,71.2236,49.8565,121.0801,0.110397,0.186962,32.37,0.2512,0.0289
S11,D015,1722.42,68.8968,48.2278,117.1246,0.10679,0.180854,31.32,0.2489,0.0286
S11,D016,1647.3,65.892,46.1244,112.0164,0.102133,0.172966,29.95,0.2459,0.0282
S11,D017,1660.46,66.4184,46.4929,112.9113,0.102949,0.174348,30.19,0.2464,0.0283
S11,D018,1768.53,70.7412,49.5188,120.26,0.109649,0.185696,32.16,0.2507,0.0288
S11,D019,290.17,11.6068,8.1248,19.7316,0.017991,0.030468,5.28,0.1916,0.0215
S11,D020,228.2,9.128,6.3896,15.5176,0.014148,0.023961,4.15,0.1891,0.0211
S11,D021,343.54,13.7416,9.6191,23.3607,0.021299,0.036072,6.25,0.1937,0.0217
S11,D022,270.94,10.8376,7.5863,18.4239,0.016798,0.028449,4.93,0.1908,0.0214
S11,D023,157.22,6.2888,4.4022,10.691,0.009748,0.016508,2.86,0.1863,0.0208
S11,D024,473.77,18.9508,13.2656,32.2164,0.029374,0.049746,8.61,0.199,0.0224
S11,D025,166.77,6.6708,4.6696,11.3404,0.01034,0.017511,3.03,0.1867,0.0208
S11,D026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02
S11,D027,128.02,5.1208,3.5846,8.7054,0.007937,0.013442,2.33,0.1851,0.0206
S11,D028,376.49,15.0596,10.5417,25.6013,0.023342,0.039531,6.85,0.1951,0.0219
S11,D029,296.85,11.874,8.3118,20.1858,0.018405,0.031169,5.4,0.1919,0.0215
S11,D030,462.2,18.488,12.9416,31.4296,0.028656,0.048531,8.4,0.1985,0.0223
S11,D031,491.42,19.6568,13.7598,33.4166,0.030468,0.051599,8.93,0.1997,0.0225
S11,D032,1561.54,62.4616,43.7231,106.1847,0.096815,0.163962,28.39,0.2425,0.0278
S11,D033,1550.53,62.0212,43.4148,105.436,0.096133,0.162806,28.19,0.242,0.0278
S11,D034,1354.24,54.1696,37.9187,92.0883,0.083963,0.142195,24.62,0.2342,0.0268
S11,D035,1373.29,54.9316,38.4521,93.3837,0.085144,0.144195,24.97,0.2349,0.0269
S11,D036,1731.58,69.2632,48.4842,117.7474,0.107358,0.181816,31.48,0.2493,0.0287
S11,D037,1530.1,61.204,42.8428,104.0468,0.094866,0.16066,27.82,0.2412,0.0277
S11,D038,1560.7,62.428,43.6996,106.1276,0.096763,0.163874,28.38,0.2424,0.0278
S11,D039,1554.7,62.188,43.5316,105.7196,0.096391,0.163244,28.27,0.2422,0.0278
S11,D040,1557.15,62.286,43.6002,105.8862,0.096543,0.163501,28.31,0.2423,0.0278
S11,D041,1547.47,61.8988,43.3292,105.228,0.095943,0.162484,28.14,0.2419,0.0277
S11,D042,1899.1,75.964,53.1748,129.1388,0.117744,0.199405,34.53,0.256,0.0295
S11,D043,1573.15,62.926,44.0482,106.9742,0.097535,0.165181,28.6,0.2429,0.0279
S11,D044,1237.04,49.4816,34.6371,84.1187,0.076696,0.129889,22.49,0.2295,0.0262
S11,D045,1042.54,41.7016,29.1911,70.8927,0.064637,0.109467,18.96,0.2217,0.0252
S11,D046,1138.27,45.5308,31.8716,77.4024,0.070573,0.119518,20.7,0.2255,0.0257
S11,D047,1262.28,50.4912,35.3438,85.835,0.078261,0.132539,22.95,0.2305,0.0263
S11,D048,1135.21,45.4084,31.7859,77.1943,0.070383,0.119197,20.64,0.2254,0.0257
S11,D049,1253.44,50.1376,35.0963,85.2339,0.077713,0.131611,22.79,0.2301,0.0263
S11,D050,1144.17,45.7668,32.0368,77.8036,0.070939,0.120138,20.8,0.2258,0.0257
S11,D051,1099.36,43.9744,30.7821,74.7565,0.06816,0.115433,19.99,0.224,0.0255
S11,D052,1163.0,46.52,32.564,79.084,0.072106,0.122115,21.15,0.2265,0.0258
S11,D053,1474.25,58.97,41.279,100.249,0.091403,0.154796,26.8,0.239,0.0274
S11,D054,1150.63,46.0252,32.2176,78.2428,0.071339,0.120816,20.92,0.226,0.0258
S11,D055,1610.33,64.4132,45.0892,109.5024,0.09984,0.169085,29.28,0.2444,0.0281
S11,D056,1526.87,61.0748,42.7524,103.8272,0.094666,0.160321,27.76,0.2411,0.0276
S11,D057,1673.53,66.9412,46.8588,113.8,0.103759,0.175721,30.43,0.2469,0.0284
S11,D058,1682.18,67.2872,47.101,114.3882,0.104295,0.176629,30.59,0.2473,0.0284
S11,D059,1702.85,68.114,47.6798,115.7938,0.105577,0.178799,30.96,0.2481,0.0285
S11,D060,512.1,20.484,14.3388,34.8228,0.03175,0.053771,9.31,0.2005,0.0226
S11,D061,798.97,31.9588,22.3712,54.33,0.049536,0.083892,14.53,0.212,0.024
S11,D062,480.6,19.224,13.4568,32.6808,0.029797,0.050463,8.74,0.1992,0.0224
S11,D063,210.53,8.4212,5.8948,14.316,0.013053,0.022106,3.83,0.1884,0.0211
S11,D064,321.19,12.8476,8.9933,21.8409,0.019914,0.033725,5.84,0.1928,0.0216
S11,D065,499.99,19.9996,13.9997,33.9993,0.030999,0.052499,9.09,0.2,0.0225
S11,D066,596.51,23.8604,16.7023,40.5627,0.036984,0.062634,10.85,0.2039,0.023
S11,D067,636.16,25.4464,17.8125,43.2589,0.039442,0.066797,11.57,0.2054,0.0232
S11,D068,629.67,25.1868,17.6308,42.8176,0.03904,0.066115,11.45,0.2052,0.0231
S11,D069,1976.78,79.0712,55.3498,134.421,0.12256,0.207562,35.94,0.2591,0.0299
S11,D070,2001.6,80.064,56.0448,136.1088,0.124099,0.210168,36.39,0.2601,0.03
S11,D071,2093.73,83.7492,58.6244,142.3736,0.129811,0.219842,38.07,0.2637,0.0305
S11,D072,2051.34,82.0536,57.4375,139.4911,0.127183,0.215391,37.3,0.2621,0.0303
S11,D073,1723.18,68.9272,48.249,117.1762,0.106837,0.180934,31.33,0.2489,0.0286
S11,D074,1716.79,68.6716,48.0701,116.7417,0.106441,0.180263,31.21,0.2487,0.0286
S11,D075,1809.23,72.3692,50.6584,123.0276,0.112172,0.189969,32.9,0.2524,0.029
S11,D076,1937.35,77.494,54.2458,131.7398,0.120116,0.203422,35.22,0.2575,0.0297
S11,D077,1196.13,47.8452,33.4916,81.3368,0.07416,0.125594,21.75,0.2278,0.026
S11,D078,1213.01,48.5204,33.9643,82.4847,0.075207,0.127366,22.05,0.2285,0.0261
S11,D079,1287.2,51.488,36.0416,87.5296,0.079806,0.135156,23.4,0.2315,0.0264
S11,D080,1043.09,41.7236,29.2065,70.9301,0.064672,0.109524,18.97,0.2217,0.0252
S11,D081,2080.02,83.2008,58.2406,141.4414,0.128961,0.218402,37.82,0.2632,0.0304
S11,D082,2416.06,96.6424,67.6497,164.2921,0.149796,0.253686,43.93,0.2766,0.0321
S11,D083,2068.16,82.7264,57.9085,140.6349,0.128226,0.217157,37.6,0.2627,0.0303
S11,D084,2310.88,92.4352,64.7046,157.1398,0.143275,0.242642,42.02,0.2724,0.0316
S11,D085,499.73,19.9892,13.9924,33.9816,0.030983,0.052472,9.09,0.2,0.0225
S11,D086,367.72,14.7088,10.2962,25.005,0.022799,0.038611,6.69,0.1947,0.0218
S11,D087,274.17,10.9668,7.6768,18.6436,0.016999,0.028788,4.98,0.191,0.0214
S11,D088,310.53,12.4212,8.6948,21.116,0.019253,0.032606,5.65,0.1924,0.0216
S11,D089,1411.46,56.4584,39.5209,95.9793,0.087511,0.148203,25.66,0.2365,0.0271
S11,D090,1422.13,56.8852,39.8196,96.7048,0.088172,0.149324,25.86,0.2369,0.0271
S11,D091,1521.28,60.8512,42.5958,103.447,0.094319,0.159734,27.66,0.2409,0.0276
S11,D092,1015.43,40.6172,28.432,69.0492,0.062957,0.10662,18.46,0.2206,0.0251
S11,D093,1003.31,40.1324,28.0927,68.2251,0.062205,0.105348,18.24,0.2201,0.025
S11,D094,1121.27,44.8508,31.3956,76.2464,0.069519,0.117733,20.39,0.2249,0.0256
S11,D095,2016.78,80.6712,56.4698,137.141,0.12504,0.211762,36.67,0.2607,0.0301
S11,D096,2131.25,85.25,59.675,144.925,0.132138,0.223781,38.75,0.2652,0.0307
S11,D097,1929.19,77.1676,54.0173,131.1849,0.11961,0.202565,35.08,0.2572,0.0296
S11,D098,1888.34,75.5336,52.8735,128.4071,0.117077,0.198276,34.33,0.2555,0.0294
S11,D099,1750.11,70.0044,49.0031,119.0075,0.108507,0.183762,31.82,0.25,0.0288
S11,D100,493.23,19.7292,13.8104,33.5396,0.03058,0.051789,8.97,0.1997,0.0225
S12,D001,920.74,36.8296,25.7807,62.6103,0.057086,0.096678,16.74,0.2168,0.0246
S12,D002,953.87,38.1548,26.7084,64.8632,0.05914,0.100156,17.34,0.2182,0.0248
S12,D003,723.45,28.938,20.2566,49.1946,0.044854,0.075962,13.15,0.2089,0.0236
S12,D004,795.39,31.8156,22.2709,54.0865,0.049314,0.083516,14.46,0.2118,0.024
S12,D005,783.7,31.348,21.9436,53.2916,0.048589,0.082289,14.25,0.2113,0.0239
S12,D006,1146.11,45.8444,32.0911,77.9355,0.071059,0.120342,20.84,0.2258,0.0257
S12,D007,1028.9,41.156,28.8092,69.9652,0.063792,0.108035,18.71,0.2212,0.0251
S12,D008,694.29,27.7716,19.4401,47.2117,0.043046,0.0729,12.62,0.2078,0.0235
S12,D009,511.68,20.4672,14.327,34.7942,0.031724,0.053726,9.3,0.2005,0.0226
S12,D010,454.42,18.1768,12.7238,30.9006,0.028174,0.047714,8.26,0.1982,0.0223
S12,D011,221.89,8.8756,6.2129,15.0885,0.013757,0.023298,4.03,0.1889,0.0211
S12,D012,739.0,29.56,20.692,50.252,0.045818,0.077595,13.44,0.2096,0.0237
S12,D013,626.46,25.0584,17.5409,42.5993,0.038841,0.065778,11.39,0.2051,0.0231
S12,D014,297.68,11.9072,8.335,20.2422,0.018456,0.031256,5.41,0.1919,0.0215
S12,D015,393.6,15.744,11.0208,26.7648,0.024403,0.041328,7.16,0.1957,0.022
S12,D016,752.74,30.1096,21.0767,51.1863,0.04667,0.079038,13.69,0.2101,0.0238
S12,D017,252.14,10.0856,7.0599,17.1455,0.015633,0.026475,4.58,0.1901,0.0213
S12,D018,363.32,14.5328,10.173,24.7058,0.022526,0.038149,6.61,0.1945,0.0218
S12,D019,1607.1,64.284,44.9988,109.2828,0.09964,0.168745,29.22,0.2443,0.028
S12,D020,1771.74,70.8696,49.6087,120.4783,0.109848,0.186033,32.21,0.2509,0.0289
S12,D021,1904.7,76.188,53.3316,129.5196,0.118091,0.199994,34.63,0.2562,0.0295
S12,D022,1818.54,72.7416,50.9191,123.6607,0.112749,0.190947,33.06,0.2527,0.0291
S12,D023,1713.34,68.5336,47.9735,116.5071,0.106227,0.179901,31.15,0.2485,0.0286
S12,D024,2034.17,81.3668,56.9568,138.3236,0.126119,0.213588,36.98,0.2614,0.0302
S12,D025,1594.82,63.7928,44.655,108.4478,0.098879,0.167456,29.0,0.2438,0.028
S12,D026,1561.54,62.4616,43.7231,106.1847,0.096815,0.163962,28.39,0.2425,0.0278
S12,D027,1627.72,65.1088,45.5762,110.685,0.100919,0.170911,29.59,0.2451,0.0281
S12,D028,1285.88,51.4352,36.0046,87.4398,0.079725,0.135017,23.38,0.2314,0.0264
S12,D029,1559.56,62.3824,43.6677,106.0501,0.096693,0.163754,28.36,0.2424,0.0278
S12,D030,1237.31,49.4924,34.6447,84.1371,0.076713,0.129918,22.5,0.2295,0.0262
S12,D031,1070.97,42.8388,29.9872,72.826,0.0664,0.112452,19.47,0.2228,0.0254
S12,D032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02
S12,D033,284.79,11.3916,7.9741,19.3657,0.017657,0.029903,5.18,0.1914,0.0214
